,0
1260,CFTR
1261,IFIT1
1262,PRDM6
1263,IQSEC1
1264,SLC30A2
1265,RPL32
1266,F10
1267,LRRC8D
1268,BNIP2
1269,CLSPN
1270,LDLR
1271,BOK
1272,TYMP
1273,KIFAP3
1274,SLC9B2
1275,SNAPC3
1276,RASGRP1
1277,ITPR1
1278,TMBIM6
1279,NQO2
1280,BTD
1281,PML
1282,DPP3
1283,SLC39A5
1284,NF1
1285,GRINA
1286,ASF1A
1287,AP1G1
1288,CCDC113
1289,LRRN2
1290,RSL1D1
1291,CD248
1292,GCLC
1293,DHX32
1294,AFAP1L2
1295,FBL
1296,MAP4K5
1297,BST2
1298,SNX7
1299,RIN1
1300,MKKS
1301,P2RX4
1302,MUC16
1303,TNPO1
1304,SLC35F6
1305,CSTB
1306,RAP1GAP
1307,AKAP17A
1308,ZMYM2
1309,YIF1A
1310,EVL
1311,WNT7A
1312,RNF170
1313,PDK4
1314,PNLDC1
1315,STRN
1316,FBP1
1317,ENGASE
1318,PMPCA
1319,EIF2AK4
1320,TNFRSF14
1321,C1orf56
1322,CD1A
1323,MYO15A
1324,ATF6B
1325,ATP2B4
1326,PFKL
1327,BRMS1L
1328,RAB3GAP1
1329,PKP1
1330,AKAP1
1331,CCL28
1332,IFT20
1333,SGSM1
1334,ACAD10
1335,SAP30BP
1336,DPYSL2
1337,CRNN
1338,KPNA6
1339,ALG5
1340,MOCS2
1341,EMC1
1342,UFM1
1343,CYBRD1
1344,TLE1
1345,IGFBP5
1346,RPL28
1347,TACO1
1348,CDC37
1349,PHF11
1350,KRT31
1351,UROS
1352,KRT5
1353,KATNAL1
1354,NUP214
1355,PRKCSH
1356,TMEM45B
1357,LAMP5
1358,RGS11
1359,KCTD14
1360,ATP11B
1361,SPON1
1362,EML4
1363,PITX1
1364,RAD21
1365,RHBDF1
1366,EFNB1
1367,RNF135
1368,CKMT1B
1369,ALS2CL
1370,GRM3
1371,INHBE
1372,NEDD1
1373,SMARCAD1
1374,KCTD15
1375,HSPB11
1376,LY6D
1377,TBCCD1
1378,CD83
1379,ADH4
1380,SUCLA2
1381,RPS6KA2
1382,TWF2
1383,ARFGAP2
1384,MIER3
1385,PLEKHB1
1386,TIMM23
1387,IFT52
1388,NRBP2
1389,MAP4K2
1390,SMARCA5
1391,TRIM56
1392,APLP1
1393,AGPS
1394,DNALI1
1395,LAMTOR1
1396,RRN3
1397,PGLS
1398,ANK1
1399,UGGT1
1400,GTF2E1
1401,POLR2H
1402,SSX2IP
1403,LMF2
1404,CMTM4
1405,RBM5
1406,USP33
1407,TSPAN5
1408,HSPA5
1409,SCGB3A1
1410,DYNLT1
1411,CDC25B
1412,RER1
1413,MPZ
1414,CNPY4
1415,ATF6
1416,TP63
1417,TMEM41A
1418,SLC25A3
1419,MLPH
1420,RBM24
1421,VBP1
1422,MYO10
1423,GNAO1
1424,ZFYVE28
1425,CIRBP
1426,CEP170B
1427,USP2
1428,ZNF69
1429,ATP6V1C2
1430,TEAD4
1431,C8G
1432,EIF3D
1433,TRRAP
1434,SNCA
1435,TFCP2L1
1436,HIGD1A
1437,FOXRED1
1438,TMCO6
1439,SKP1
1440,CEP70
1441,NUMB
1442,STARD3NL
1443,MAN2A1
1444,CXCL9
1445,DPY19L1
1446,HLA-F
1447,SERPINB1
1448,TIMM17A
1449,SLC39A2
1450,NEK8
1451,PRICKLE2
1452,NUP43
1453,MYZAP
1454,ZNF335
1455,PQLC2
1456,CARS
1457,ZNF148
1458,TRIM7
1459,TUBGCP3
1460,PLK2
1461,PIAS3
1462,TPPP3
1463,SPEG
1464,LONP1
1465,PAPOLA
1466,AK8
1467,MYO5B
1468,CACNA2D1
1469,KRT81
1470,RAB7B
1471,PTPRZ1
1472,SLC27A3
